path,line,summary,category,severity,remediation_hint,test
server/app.backup.py.bak,2115,"url = f""http://{host}:{port}""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2130,"Reports Python HTTP (:8013), Node HTTP (:8014), and Python stdio availability.",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2141,py_host = os.getenv('MCP_HTTP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2143,py_port = int(os.getenv('MCP_HTTP_PORT') or '8013'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2152,"'url': f""http://{py_host}:{py_port}{py_path}"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2155,"# Node HTTP MCP (proxy); default to :8014. Do NOT fall back to PORT, which is",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2157,node_host = os.getenv('NODE_MCP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2159,node_port = int(os.getenv('NODE_MCP_PORT') or '8014'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2167,"'url': f""http://{node_host}:{node_port}/mcp"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2331,# but fall back to original 127.0.0.1 if name resolution fails in Colima.,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2333,"if url.startswith(""http://127.0.0.1:""):",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2334,"probe_urls = [url.replace(""http://127.0.0.1:"", ""http://host.docker.internal:""), original_url]",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,2548,"""host"": settings.get(""host"", ""127.0.0.1"")",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,3171,"qdrant_url = os.getenv('QDRANT_URL', 'http://localhost:6333')",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,3176,"qdrant_url = os.getenv('QDRANT_URL', 'http://localhost:6333')",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.backup.py.bak,3177,"warning = f""⚠ Qdrant unavailable at {qdrant_url} - evaluation will use BM25-only retrieval""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,7,from langtrace_python_sdk import langtrace,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,9,LANGTRACE_HOST = os.getenv('LANGTRACE_API_HOST'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,39,from server.langgraph_app import build_graph,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,165,endpoint = os.getenv('LANGCHAIN_ENDPOINT') or 'https://api.smith.langchain.com',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1344,from common.metadata import enrich  # uses MLX or Ollama based on env,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1908,host = os.getenv('MCP_HTTP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1910,port = int(os.getenv('MCP_HTTP_PORT') or '8013'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1920,"url = f""http://{host}:{port}""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1935,"Reports Python HTTP (:8013), Node HTTP (:8014), and Python stdio availability.",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1946,py_host = os.getenv('MCP_HTTP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1948,py_port = int(os.getenv('MCP_HTTP_PORT') or '8013'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1957,"'url': f""http://{py_host}:{py_port}{py_path}"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1960,"# Node HTTP MCP (proxy); default to :8014. Do NOT fall back to PORT, which is",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1962,node_host = os.getenv('NODE_MCP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1964,node_port = int(os.getenv('NODE_MCP_PORT') or '8014'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,1972,"'url': f""http://{node_host}:{node_port}/mcp"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2136,# but fall back to original 127.0.0.1 if name resolution fails in Colima.,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2138,"if url.startswith(""http://127.0.0.1:""):",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2139,"probe_urls = [url.replace(""http://127.0.0.1:"", ""http://host.docker.internal:""), original_url]",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2353,"""host"": settings.get(""host"", ""127.0.0.1"")",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2976,"qdrant_url = os.getenv('QDRANT_URL', 'http://localhost:6333')",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2981,"qdrant_url = os.getenv('QDRANT_URL', 'http://localhost:6333')",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/app.py.monolithic.bak,2982,"warning = f""⚠ Qdrant unavailable at {qdrant_url} - evaluation will use BM25-only retrieval""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/asgi.py,260,"base = _config_registry.get_str(""QDRANT_URL"", ""http://127.0.0.1:6333"").rstrip(""/"")",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/asgi.py,269,"u = os.getenv(""REDIS_URL"") or """"",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/asgi.py,271,"if u.startswith(""redis://""):",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/asgi.py,272,"host_port = u.split(""redis://"", 1)[1].split(""/"", 1)[0]",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/env_model.py,242,"endpoint=""https://api.openai.com/v1/responses"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/env_model.py,277,"endpoint=""https://api.openai.com/v1/chat/completions"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/langgraph_app.py,9,"from langgraph.graph import END, StateGraph",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/langgraph_app.py,10,from langgraph.checkpoint.redis import RedisSaver,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/langgraph_app.py,321,"DB_URI = os.getenv('REDIS_URL','redis://127.0.0.1:6379/0')",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/langgraph_app.py,323,checkpointer = RedisSaver(redis_url=DB_URI),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/http.py,12,from server.langgraph_app import build_graph,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/http.py,84,"url = f""https://api.netlify.com/api/v1{path}""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/http.py,160,"host = os.getenv(""MCP_HTTP_HOST"", ""0.0.0.0"")",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/http.py,161,"port = int(os.getenv(""MCP_HTTP_PORT"", ""8013""))",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/server.py,24,from server.langgraph_app import build_graph,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/server.py,51,"response = requests.post('http://127.0.0.1:8012/api/chat', json={",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/server.py,119,"response = requests.post('http://127.0.0.1:8012/api/feedback', json=payload)",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/mcp/server.py,133,"url = f""https://api.netlify.com/api/v1{path}""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/out/editor/settings.json,4,"""host"": ""127.0.0.1""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/docker.py,237,"Tries LOKI_URL env (default http://loki:3100), then localhost fallback.",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/docker.py,241,"base = (os.getenv(""LOKI_URL"") or ""http://loki:3100"").rstrip(""/"")",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/docker.py,243,# Fallback to localhost binding,URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/docker.py,244,"if ""loki:"" in base or base.startswith(""http://loki:""):",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/docker.py,245,"urls.extend([""http://127.0.0.1:3100/ready"", ""http://127.0.0.1:3100/loki/api/v1/status/buildinfo""])",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/editor.py,24,"return {""ok"": True, ""port"": s.get(""port"", 4440), ""enabled"": s.get(""enabled"", True), ""host"": s.get(""host"", ""127.0.0.1"")}",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/editor.py,96,"target = target.replace(""http://"", ""ws://"").replace(""https://"", ""wss://"")",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,14,host = os.getenv('MCP_HTTP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,16,port = int(os.getenv('MCP_HTTP_PORT') or '8013'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,26,"url = f""http://{host}:{port}""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,52,py_host = os.getenv('MCP_HTTP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,54,py_port = int(os.getenv('MCP_HTTP_PORT') or '8013'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,63,"'url': f""http://{py_host}:{py_port}{py_path}"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,67,node_host = os.getenv('NODE_MCP_HOST') or '127.0.0.1',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,69,node_port = int(os.getenv('NODE_MCP_PORT') or '8014'),URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/mcp_ops.py,77,"'url': f""http://{node_host}:{node_port}/mcp"",",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/observability.py,14,endpoint = os.getenv('LANGCHAIN_ENDPOINT') or 'https://api.smith.langchain.com',URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/pipeline.py,75,"base = (os.getenv(""QDRANT_URL"") or """").rstrip(""/"") or ""http://127.0.0.1:6333""",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/pipeline.py,84,"u = os.getenv(""REDIS_URL"") or """"",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
server/routers/pipeline.py,86,"if u.startswith(""redis://""):",URL,high,"Unify under IndexingConfig/TracingConfig (e.g., QDRANT_URL, REDIS_URL).",Change QDRANT_URL/REDIS_URL in agro_config.json; GET /api/pipeline/summary health updates.
